Cod Depto,Departamento,Cod en texto ,Municipio,Dirección Territorial ,Director Territorial ,Alcalde,Población 2017,No. Víctimas por Declaración,No. Sujetos Atención ,"Acto terrorista , Atentados, Combates, Enfrentamientos , Hostigamientos",Amenaza,Delitos contra la Libertad y la Integridad sexual en desarrollo del conflicto Armado,Desaparición forzada,Desplazamiento Forzado,"Homicidio, Masacre","Minas Antipersonal, Munición sin Explotar y artefacto explosivo improvisado",Secuestro,Tortura,"Vincuación de Niños, Niñas y Adolescentes a actividades relacionadas con grupos armados",Abandono o Despojo Forzado de Tierras,Perdida de Bienes Muebles o Inmuebles 
15,Boyacá,15296, Gameza,Centro,Jorge Orlando Sánchez,Edgar Cruz Cristancho Cristancho,4697,130,96,4,0,0,0,49,5,0,0,0,0,0,79
15,Boyacá,15299, Garagoa,Centro,Jorge Orlando Sánchez,Julio Ernesto Sanabria Guerra,17008,553,445,6,8,0,20,455,95,2,2,1,0,0,0
15,Boyacá,15317, Guacamayas,Centro,Jorge Orlando Sánchez,Gloria Edy Gómez López,1617,18,14,0,0,0,0,11,10,0,0,0,0,0,0
15,Boyacá,15322, Guateque,Centro,Jorge Orlando Sánchez,Edwin Crisanto Bohórquez Mora,9483,296,236,0,25,1,16,224,62,0,0,0,2,0,0
15,Boyacá,15325, Guayatá,Centro,Jorge Orlando Sánchez,Benjamín Edilson Piñeros Alfonso,4898,100,85,1,5,0,0,71,26,0,0,0,0,0,2
15,Boyacá,15332, Güicán,Centro,Jorge Orlando Sánchez,Jhon Jaiver Blanco López,6701,99,59,0,25,1,0,62,37,0,0,0,0,0,4
15,Boyacá,15362, Iza,Centro,Jorge Orlando Sánchez,Diego Armando López Wanumen,2389,5,5,0,0,0,0,4,0,0,1,0,0,0,0
15,Boyacá,15367, Jenesano,Centro,Jorge Orlando Sánchez,Hugo Alexander Reyes Parra,7673,95,82,0,24,0,0,86,8,0,0,0,0,0,3
15,Boyacá,15368, Jericó,Centro,Jorge Orlando Sánchez,Carlos Arturo Cuevas Gómez,3890,14,10,0,0,0,0,1,13,0,0,0,0,0,0
15,Boyacá,15377, Labranzagrande,Centro,Jorge Orlando Sánchez,Segundo Jacinto Pérez Archila ,5035,357,292,3,27,1,0,179,168,7,1,0,0,0,1
15,Boyacá,15380, La Capilla,Centro,Jorge Orlando Sánchez,Melquisedec Salgado Zubieta,2450,17,7,1,0,0,0,16,0,0,1,0,0,0,0
15,Boyacá,15401, La Victoria,Centro,Jorge Orlando Sánchez,Anatolio José Benito Alvarado,1673,25,13,0,5,0,0,21,6,0,0,0,0,0,1
15,Boyacá,15403, La Uvita,Centro,Jorge Orlando Sánchez,Jaime Enrique Galvis Hernández ,2343,217,180,0,1,0,0,19,10,0,1,0,1,0,220
15,Boyacá,15407, Villa De Leyva,Centro,Jorge Orlando Sánchez,Víctor Hugo Forero,17506,307,271,3,105,0,9,282,43,1,1,0,0,0,0
15,Boyacá,15425, Macanal,Centro,Jorge Orlando Sánchez,Nabor Felipe Londoño Gordillo,4833,186,152,0,12,2,3,149,39,0,2,1,2,0,1
15,Boyacá,15442, Maripí,Centro,Jorge Orlando Sánchez,Eduar Alexis Triana Rincón,7372,121,82,1,5,0,3,98,25,0,0,0,0,0,4
15,Boyacá,15455, Miraflores,Centro,Jorge Orlando Sánchez,Willinthon Jaime Alfonso Prieto,9787,1107,896,16,544,26,35,1041,103,0,30,40,3,0,26
15,Boyacá,15464, Mongua,Centro,Jorge Orlando Sánchez,Reyes Bernardo Pérez Álvarez,4606,187,151,5,5,0,0,119,26,0,0,0,0,0,42
15,Boyacá,15466, Monguí,Centro,Jorge Orlando Sánchez,Henry Arguello Rincón,4984,34,29,0,5,0,0,19,10,0,0,0,0,0,0
15,Boyacá,15469, Moniquirá,Centro,Jorge Orlando Sánchez,Ancisar Parra Ávila,21284,440,356,4,44,2,0,401,29,0,0,0,0,0,4
15,Boyacá,15476, Motavita,Centro,Jorge Orlando Sánchez,Heli Quintero Sua,8332,31,25,0,0,0,0,31,0,0,0,0,0,0,0
15,Boyacá,15480, Muzo,Centro,Jorge Orlando Sánchez,Elin José Bohórquez Ariza,8789,348,263,0,28,0,3,289,80,0,2,1,0,0,1
15,Boyacá,15491, Nobsa,Centro,Jorge Orlando Sánchez,Luis Hernando Calixto Paipa,16441,377,309,9,32,0,0,363,11,0,0,0,0,0,2
15,Boyacá,15494, Nuevo Colón,Centro,Jorge Orlando Sánchez,Heriberto Suarez Muñoz,6637,26,20,0,0,0,0,26,0,0,0,0,0,0,0
15,Boyacá,15500, Oicatá,Centro,Jorge Orlando Sánchez,Franky Ariel Fonseca Salamanca,2834,9,9,0,0,0,0,9,0,0,0,0,0,0,0
15,Boyacá,15507, Otanche,Centro,Jorge Orlando Sánchez,Salomón Díaz Gutiérrez,10681,722,556,5,5,0,16,524,192,1,1,1,0,0,2
15,Boyacá,15511, Pachavita,Centro,Jorge Orlando Sánchez,José Jacinto Morales Sanabria,2393,48,33,0,1,0,7,43,3,0,0,0,0,0,1
15,Boyacá,15514, Páez,Centro,Jorge Orlando Sánchez,Dumar Fabián Lozano Vargas,2834,1250,1089,8,53,2,14,1193,81,0,10,8,9,0,18
15,Boyacá,15516, Paipa,Centro,Jorge Orlando Sánchez,Yamit Noé Hurtado Neira,31297,840,667,5,52,4,0,798,88,0,0,0,1,0,7
15,Boyacá,15518, Pajarito,Centro,Jorge Orlando Sánchez,Inocencio Pérez Castro,1600,1409,1028,3,34,0,2,1397,22,11,3,9,3,0,1
15,Boyacá,15522, Panqueba,Centro,Jorge Orlando Sánchez,Marco Rodrigo Pérez,1425,4,4,4,0,0,0,0,0,0,0,0,0,0,0
15,Boyacá,15531, Pauna,Centro,Jorge Orlando Sánchez,Eulices Agusto Caro Caro,10811,704,540,4,17,0,45,270,422,0,0,0,0,0,4
15,Boyacá,15533, Paya,Centro,Jorge Orlando Sánchez,José Roldan Maldonado Pérez,2524,161,101,6,15,0,0,88,56,2,0,0,0,0,18
15,Boyacá,15537, Paz De Río,Centro,Jorge Orlando Sánchez,María Elena Ortiz Novoa,4561,42,35,3,7,0,3,37,0,0,1,0,0,0,0
15,Boyacá,15542, Pesca,Centro,Jorge Orlando Sánchez,Justo Pastro Rodríguez Herrera,7712,90,63,3,16,0,0,88,5,0,0,0,0,0,3
15,Boyacá,15550, Pisba,Centro,Jorge Orlando Sánchez,Jairo Enrique Millán Malpica ,1303,74,46,0,3,0,15,43,33,3,0,0,0,0,3
15,Boyacá,15572, Puerto Boyacá,Centro,Jorge Orlando Sánchez,Oscar Fernando Botero Álzate,56096,3605,2701,6,76,14,251,3090,413,2,5,3,2,0,12
15,Boyacá,15580, Quípama,Centro,Jorge Orlando Sánchez,William Enrique Pereira Herrera,7670,108,82,1,18,0,0,78,28,0,0,0,0,0,2
15,Boyacá,15599, Ramiriquí,Centro,Jorge Orlando Sánchez,Omar Junco Espinosa,9847,201,171,4,37,0,0,190,25,0,0,0,0,0,0
15,Boyacá,15600, Ráquira,Centro,Jorge Orlando Sánchez,Néstor Alonso Castillo Buitrago,13800,32,22,0,0,0,0,32,0,0,0,0,0,0,0
15,Boyacá,15621, Rondón,Centro,Jorge Orlando Sánchez,Roosvelt Alfonso Chaves Leguizamón,2787,61,52,2,0,0,0,52,7,0,0,0,0,0,2
15,Boyacá,15632, Saboyá,Centro,Jorge Orlando Sánchez,Zamir Sotelo Monroy,12237,48,24,1,7,0,3,45,7,0,0,0,0,0,2
15,Boyacá,15638, Sáchica,Centro,Jorge Orlando Sánchez,Héctor Antonio Amado,3769,29,28,0,4,0,0,31,0,0,0,0,0,0,0
15,Boyacá,15646, Samacá,Centro,Jorge Orlando Sánchez,Wilson Castiblanco Gil,20330,746,671,21,171,7,0,786,9,1,3,6,1,0,3
15,Boyacá,15660, San Eduardo,Centro,Jorge Orlando Sánchez,María Elisa Montañez ,1861,184,135,0,40,2,41,138,17,0,2,1,1,0,4
15,Boyacá,15664, San José De Pare,Centro,Jorge Orlando Sánchez,Pedro Adolfo Barreto Abaunza,5092,256,228,10,67,2,0,243,9,1,1,1,1,0,5
15,Boyacá,15667, San Luis De Gaceno,Centro,Jorge Orlando Sánchez,Milton Oswaldo Fernández Alfonso,4891,409,275,4,9,1,3,364,27,0,5,0,6,0,5
15,Boyacá,15673, San Mateo,Centro,Jorge Orlando Sánchez,Pablo Roberto Estupiñan Sepúlveda,3489,77,47,2,2,0,7,34,35,0,0,0,0,0,2
15,Boyacá,15676, San Miguel De Sema,Centro,Jorge Orlando Sánchez,Rodrigo Ancizar Sánchez Suarez,4540,41,36,0,3,1,0,41,0,0,0,0,0,0,0
15,Boyacá,15681, San Pablo De Borbur,Centro,Jorge Orlando Sánchez,Luis Armando Caldas,10430,164,104,1,6,0,0,149,23,0,0,0,0,0,3
15,Boyacá,15686, Santana,Centro,Jorge Orlando Sánchez,José Del Carmen Delgado,7650,179,118,1,9,0,5,149,34,0,3,0,0,0,0
15,Boyacá,15690, Santa María,Centro,Jorge Orlando Sánchez,Rubén Sánchez Niño,3850,324,245,6,6,1,24,229,68,0,2,0,1,0,11
15,Boyacá,15693, Santa Rosa De Viter,Centro,Jorge Orlando Sánchez,Fabián Ricardo García Camargo,13402,265,187,2,10,1,7,241,22,1,1,0,0,0,0
15,Boyacá,15696, Santa Sofía,Centro,Jorge Orlando Sánchez,Ángela Patricia Ávila,2629,33,25,0,0,0,0,31,2,0,1,0,0,0,0
15,Boyacá,15720, Sativanorte,Centro,Jorge Orlando Sánchez,Nubia Esperanza Gómez,2252,82,65,2,21,0,0,49,0,0,0,0,0,0,31
15,Boyacá,15723, Sativasur,Centro,Jorge Orlando Sánchez,José Abel Nova,1066,13,4,0,0,0,0,11,2,0,0,0,0,0,0
15,Boyacá,15740, Siachoque,Centro,Jorge Orlando Sánchez,Segundo Andrés Cuitiva Jiménez,8970,4,3,0,1,1,0,3,0,0,0,0,0,0,0
15,Boyacá,15753, Soatá,Centro,Jorge Orlando Sánchez,Lisseth Carolina Torres,6881,69,56,0,2,0,0,56,11,0,0,0,0,0,2
15,Boyacá,15755, Socotá,Centro,Jorge Orlando Sánchez,Dairo Rubén Herrera Pérez,7739,134,106,5,10,3,3,99,23,0,2,0,1,0,0
15,Boyacá,15757, Socha,Centro,Jorge Orlando Sánchez,Parmenio De  Jesús Rivera Rojas,7032,327,271,11,23,0,0,150,3,1,0,0,0,0,184
15,Boyacá,15759, Sogamoso,Centro,Jorge Orlando Sánchez,Sandro Néstor Condia Pérez,112287,4174,3186,16,141,7,16,3854,346,17,18,7,6,0,17
15,Boyacá,15761, Somondoco,Centro,Jorge Orlando Sánchez,German Ricardo Robayo,3482,110,95,0,21,0,6,80,27,0,0,0,0,0,1
15,Boyacá,15762, Sora,Centro,Jorge Orlando Sánchez,Mauricio Neisa Alvarado,3028,5,5,0,0,0,0,5,0,0,0,0,0,0,0
15,Boyacá,15763, Sotaquirá,Centro,Jorge Orlando Sánchez,Luis Felipe Higuera,7460,56,43,0,6,0,0,46,4,0,2,0,0,0,1
15,Boyacá,15764, Soracá,Centro,Jorge Orlando Sánchez,Clementina Guayacán Guevara,5226,30,26,0,5,0,0,30,0,0,0,0,0,0,0
15,Boyacá,15774, Susacón,Centro,Jorge Orlando Sánchez,Jairo Alonso Rincón Quintana,2982,49,28,0,5,0,0,10,41,0,0,0,0,0,1
15,Boyacá,15776, Sutamarchán,Centro,Jorge Orlando Sánchez,Wilmer Yair Castellanos,5862,75,56,4,9,0,4,74,0,1,0,0,0,0,0
15,Boyacá,15778, Sutatenza,Centro,Jorge Orlando Sánchez,Camilo Sastoque Leiva,3988,102,77,4,14,0,6,78,24,0,1,0,0,0,4
15,Boyacá,15790, Tasco,Centro,Jorge Orlando Sánchez,Nelson Javier García,6237,135,108,3,10,1,0,119,16,1,1,1,0,0,0
15,Boyacá,15798, Tenza,Centro,Jorge Orlando Sánchez,Jhon Alexander López,4002,14,9,0,0,0,0,14,0,0,0,0,0,0,0
15,Boyacá,15804, Tibaná,Centro,Jorge Orlando Sánchez,Luis Alejandro Milán,9080,19,13,0,1,0,0,18,0,0,0,0,1,0,0
15,Boyacá,15806, Tibasosa,Centro,Jorge Orlando Sánchez,Leonardo Jhony Patiño Quijano,14333,260,204,1,39,0,0,223,29,0,0,0,0,0,1
15,Boyacá,15808, Tinjacá,Centro,Jorge Orlando Sánchez,Henry Hernando Chacón Zamora,3042,19,13,0,0,0,0,9,11,0,0,0,0,0,0
15,Boyacá,15810, Tipacoque,Centro,Jorge Orlando Sánchez,Nelson Humberto Melgarejo,3093,19,13,0,0,0,0,1,17,0,0,0,0,0,1
15,Boyacá,15814, Toca,Centro,Jorge Orlando Sánchez,Isaías Neira Ríos,10050,61,58,15,23,0,0,55,0,0,0,0,0,0,7
15,Boyacá,15816, Togüí,Centro,Jorge Orlando Sánchez,Jansson Téllez  Rodríguez,4895,97,76,0,3,0,0,95,2,0,0,0,0,0,5
15,Boyacá,15820, Tópaga,Centro,Jorge Orlando Sánchez,Frankly Orduz Acevedo,3693,76,70,5,43,0,0,59,10,0,0,0,0,0,3
15,Boyacá,15822, Tota,Centro,Jorge Orlando Sánchez,Edgar Antonio Moreno,5308,18,16,0,6,0,0,8,10,0,0,0,0,0,0
15,Boyacá,15832, Tununguá,Centro,Jorge Orlando Sánchez,José Del Carmen Barrera,1883,6,5,0,5,0,0,0,6,0,0,0,0,0,0
15,Boyacá,15835, Turmequé,Centro,Jorge Orlando Sánchez,Yoani Vela Bernal,5921,16,16,0,0,0,0,16,0,0,0,0,0,0,0
15,Boyacá,15837, Tuta,Centro,Jorge Orlando Sánchez,Elkin Alejandro Rincón,9800,43,40,0,11,0,0,43,0,0,0,0,0,0,0
15,Boyacá,15839, Tutazá,Centro,Jorge Orlando Sánchez,Carlos Saúl Reyes,1820,38,19,1,0,0,0,23,14,0,0,0,0,0,0
15,Boyacá,15842, Umbita,Centro,Jorge Orlando Sánchez,Elis Alexander Moreno Salamanca,10330,24,21,0,6,0,0,21,7,0,0,0,0,0,0
15,Boyacá,15861, Ventaquemada,Centro,Jorge Orlando Sánchez,Carlos Julio Melo Aldana,15627,50,36,0,1,0,0,50,0,0,0,0,0,0,0
15,Boyacá,15879, Viracachá,Centro,Jorge Orlando Sánchez,Alfredo Caro Puin,3172,21,4,0,0,0,0,21,0,0,0,0,0,0,0
15,Boyacá,15897, Zetaquira,Centro,Jorge Orlando Sánchez,Gustavo Tenjo Rodríguez,4441,301,245,0,101,1,20,233,36,0,0,0,0,0,0
25,Cundinamarca,25001, Agua De Dios,Centro,Jorge Orlando Sánchez,Yanit Esther Mora Moscote,10823,9628,6538,246,22,25,1205,485,7831,0,92,61,47,0,1
25,Cundinamarca,25019, Albán,Centro,Jorge Orlando Sánchez,David Arturo Pardo Fierro,5956,577,460,3,28,2,2,491,83,3,0,0,0,0,1
25,Cundinamarca,25035, Anapoima,Centro,Jorge Orlando Sánchez,Yair Rodríguez Espinosa,13713,843,705,9,33,0,0,816,41,0,2,0,0,0,1
25,Cundinamarca,25040, Anolaima,Centro,Jorge Orlando Sánchez,Pompilio Enrique Torres Orjuela,12110,479,429,7,96,1,8,431,51,0,1,0,0,0,7
25,Cundinamarca,25053, Arbeláez,Centro,Jorge Orlando Sánchez,Jorge Alberto Godoy Lozano,12374,786,655,8,7,0,6,652,119,0,0,0,0,0,25
25,Cundinamarca,25086, Beltrán,Centro,Jorge Orlando Sánchez,Nury Barragán Suarez,2256,258,215,5,15,0,2,210,47,0,0,0,0,0,2
25,Cundinamarca,25095, Bituima,Centro,Jorge Orlando Sánchez,Guillermo Barrera Medina,2500,88,65,1,0,0,0,53,36,0,0,0,0,0,0
25,Cundinamarca,25099, Bojacá,Centro,Jorge Orlando Sánchez,Juan Carlos Gaitán Chirivi,12140,265,232,13,44,0,2,243,19,0,2,1,0,0,6
25,Cundinamarca,25120, Cabrera,Centro,Jorge Orlando Sánchez,Orlando Romero Ortiz,4456,555,467,3,12,0,0,499,52,6,0,0,3,0,13
25,Cundinamarca,25123, Cachipay,Centro,Jorge Orlando Sánchez,Álvaro Moya Silva,9788,446,376,19,9,1,2,353,26,0,0,0,1,0,49
25,Cundinamarca,25126, Cajicá,Centro,Jorge Orlando Sánchez,Orlando Díaz Canasto,59198,1223,987,24,152,3,5,1207,20,3,9,5,0,0,8
25,Cundinamarca,25148, Caparrapí,Centro,Jorge Orlando Sánchez,José Joaquín Sánchez Chávez,16720,4528,2970,33,18,2,10,4299,274,4,0,0,1,0,2
25,Cundinamarca,25151, Caqueza,Centro,Jorge Orlando Sánchez,Guillermo Gutiérrez Cruz,17214,260,196,2,13,0,0,243,23,0,0,0,0,0,0
25,Cundinamarca,25154, Carmen De Carupa,Centro,Jorge Orlando Sánchez,Alejandro Ortiz Puentes,9276,97,81,0,0,0,0,80,26,0,0,0,0,0,1
25,Cundinamarca,25168, Chaguaní,Centro,Jorge Orlando Sánchez,Mauricio Enrique Ramírez Gómez,3968,644,565,3,110,2,4,598,47,2,1,1,0,0,0
25,Cundinamarca,25175, Chía,Centro,Jorge Orlando Sánchez,Leonardo Donoso Ruiz,132691,3179,2794,20,629,5,21,3110,109,4,3,1,0,0,61
25,Cundinamarca,25178, Chipaque,Centro,Jorge Orlando Sánchez,Ariel Danilo Basto Trujillo,8401,179,144,2,12,2,4,141,31,1,0,0,0,0,11
25,Cundinamarca,25181, Choachí,Centro,Jorge Orlando Sánchez,Álvaro Gutiérrez Pardo,10614,228,206,1,55,0,5,217,4,0,1,1,0,0,3
25,Cundinamarca,25183, Chocontá,Centro,Jorge Orlando Sánchez,Jorge Enrique Pinzón Pinzón,26562,452,334,0,2,0,0,450,10,0,0,0,0,0,1
25,Cundinamarca,25200, Cogua,Centro,Jorge Orlando Sánchez,William Darío Forero Forero,23214,298,258,1,48,0,0,291,5,0,0,0,0,0,2
25,Cundinamarca,25214, Cota,Centro,Jorge Orlando Sánchez,Carlos Julio Moreno Gómez,25945,561,440,4,91,3,0,537,9,0,0,1,0,0,8
25,Cundinamarca,25224, Cucunubá,Centro,Jorge Orlando Sánchez,Sandra Liliana Jara Alonso,7561,178,111,0,7,0,6,149,36,0,0,0,0,0,0
25,Cundinamarca,25245, El Colegio,Centro,Jorge Orlando Sánchez,Oscar Mauricio Núñez Jiménez,22060,1092,902,17,41,4,13,1020,85,0,1,5,0,0,8
25,Cundinamarca,25258, El Peñón,Centro,Jorge Orlando Sánchez,Gustavo Adolfo Mojica,4786,1453,1087,4,13,0,5,1383,99,5,0,0,1,0,11
25,Cundinamarca,25260, El Rosal,Centro,Jorge Orlando Sánchez,Hugo Orlando Arévalo Pulido,18045,1275,1143,7,355,6,3,1250,41,1,1,1,0,0,15
25,Cundinamarca,25269, Facatativá,Centro,Jorge Orlando Sánchez,Pablo Emilio Malo García,136950,6839,5530,22,223,10,29,6573,222,19,8,1,3,0,16
25,Cundinamarca,25279, Fomeque,Centro,Jorge Orlando Sánchez,Jorge Edilberto Torres Acosta,12231,164,150,0,1,0,4,153,8,0,1,0,0,0,3
25,Cundinamarca,25281, Fosca,Centro,Jorge Orlando Sánchez,Milton Albino Barbosa Rey,7740,18,10,0,0,1,0,18,0,0,0,0,0,0,1
25,Cundinamarca,25286, Funza,Centro,Jorge Orlando Sánchez,Manuel Antonio Montagu Briceño,78146,2627,2219,9,622,8,17,2574,112,4,0,3,1,0,46
25,Cundinamarca,25288, Fúquene,Centro,Jorge Orlando Sánchez,Oscar Fredy Rojas Briceño,5723,28,19,0,1,0,0,28,0,0,0,0,0,0,0
25,Cundinamarca,25290, Fusagasugá,Centro,Jorge Orlando Sánchez,Luis Antonio Cifuentes Sabogal,139805,11936,9628,26,63,30,89,11299,687,11,29,0,7,0,82
25,Cundinamarca,25293, Gachala,Centro,Jorge Orlando Sánchez,German Martínez Beltrán,5687,253,176,8,10,0,2,170,88,0,2,0,1,0,6
25,Cundinamarca,25295, Gachancipá,Centro,Jorge Orlando Sánchez,José Joaquín Cubides Ariza,15223,483,399,7,74,0,0,498,12,0,0,1,0,0,4
25,Cundinamarca,25297, Gachetá,Centro,Jorge Orlando Sánchez,Julio Enrique Aguilera Jiménez,11236,272,242,1,12,1,5,204,61,1,1,0,6,0,3
25,Cundinamarca,25299, Gama,Centro,Jorge Orlando Sánchez,Ernesto Avelino Ruiz Martínez,4028,41,31,0,0,0,0,17,23,0,0,0,1,0,0
25,Cundinamarca,25307, Girardot,Centro,Jorge Orlando Sánchez,Cesar Fabián Villalba Acevedo,106283,3751,2909,6,138,3,27,3569,186,15,11,1,6,0,25
25,Cundinamarca,25312, Granada,Centro,Jorge Orlando Sánchez,José David Alvarado Padilla,9059,488,419,1,87,1,3,478,26,0,1,0,0,0,6
25,Cundinamarca,25317, Guachetá,Centro,Jorge Orlando Sánchez,Pablo Enrique Quicazan Ballesteros,11360,1265,1183,8,667,3,0,1237,60,0,0,0,0,0,3
25,Cundinamarca,25320, Guaduas,Centro,Jorge Orlando Sánchez,Jesús Edisson Ramírez Martínez,39748,1777,1359,8,41,1,27,1647,104,6,0,0,2,0,7
25,Cundinamarca,25322, Guasca,Centro,Jorge Orlando Sánchez,Miguel Arturo Garavito Díaz,15246,619,561,0,35,0,6,598,13,0,0,0,1,0,0
25,Cundinamarca,25324, Guataquí,Centro,Jorge Orlando Sánchez,José Evaristo Albadan Cárdenas,2669,49,47,0,0,0,0,48,2,0,0,0,0,0,0
25,Cundinamarca,25326, Guatavita,Centro,Jorge Orlando Sánchez,Robeth Yamit Peña Romero,6935,15,11,0,3,0,0,4,11,0,0,0,0,0,0
25,Cundinamarca,25328, Guayabal De Siquima,Centro,Jorge Orlando Sánchez,Sergio Paul Vera Sierra,3651,408,283,7,18,1,5,318,95,0,0,0,2,0,10
25,Cundinamarca,25335, Guayabetal,Centro,Jorge Orlando Sánchez,Javier Ricardo Castro Duque,4984,1314,541,60,73,7,2,1301,34,3,1,0,0,0,52
25,Cundinamarca,25339, Gutiérrez,Centro,Jorge Orlando Sánchez,Rubiel Sabogal Agudelo,4242,218,172,1,15,0,3,196,18,2,1,0,2,0,11
25,Cundinamarca,25368, Jerusalén,Centro,Jorge Orlando Sánchez,María Eugenia Salguero Cruz,2672,30,27,3,2,1,0,23,2,0,0,0,1,0,1
25,Cundinamarca,25372, Junín,Centro,Jorge Orlando Sánchez,María Elica Prieto Bustos,8672,90,55,0,7,0,20,47,17,0,0,1,0,0,5
25,Cundinamarca,25377, La Calera,Centro,Jorge Orlando Sánchez,Ana Lucia Escobar Vargas,28225,394,326,4,104,2,0,381,34,1,0,0,2,0,2
25,Cundinamarca,25386, La Mesa,Centro,Jorge Orlando Sánchez,Mercedes Rodríguez González,32300,1552,1181,4,103,1,4,1460,115,0,2,1,1,0,6
25,Cundinamarca,25394, La Palma,Centro,Jorge Orlando Sánchez,Adrián Tovar Espitia,10912,10077,7713,10,86,4,2,9998,409,5,0,1,9,0,29
25,Cundinamarca,25398, La Peña,Centro,Jorge Orlando Sánchez,Heber Augusto Lozano Pulgarin,7040,735,553,2,299,0,0,732,46,1,0,2,1,0,5
25,Cundinamarca,25402, La Vega,Centro,Jorge Orlando Sánchez,Luis Edilberto Chaves Alvarado,14413,625,501,8,28,1,0,615,13,0,0,0,0,0,1
25,Cundinamarca,25407, Lenguazaque,Centro,Jorge Orlando Sánchez,Camilo Andrés Lara Gómez,10352,16,15,0,5,0,0,16,0,0,0,0,0,0,0
25,Cundinamarca,25426, Macheta,Centro,Jorge Orlando Sánchez,Rafael Mauricio Forero Briceño,6226,62,38,0,0,0,0,39,23,0,0,0,0,0,0
25,Cundinamarca,25430, Madrid,Centro,Jorge Orlando Sánchez,Orlando Alberto Cardona Rojas,80622,2617,2212,17,627,7,21,2609,148,2,2,2,8,0,8
25,Cundinamarca,25436, Manta,Centro,Jorge Orlando Sánchez,Edgar Ernesto Robayo Guerrero,4754,47,17,2,3,2,0,40,6,0,0,0,0,0,0
25,Cundinamarca,25438, Medina,Centro,Jorge Orlando Sánchez,Diana Marcela Rodríguez Suarez,10162,3435,3085,6,250,8,71,3266,199,0,2,1,2,0,10
25,Cundinamarca,25473, Mosquera,Centro,Jorge Orlando Sánchez,Raúl Emilio Casallas Rodríguez,86954,1931,1614,10,246,7,0,1865,70,1,1,0,0,0,7
25,Cundinamarca,25483, Nariño,Centro,Jorge Orlando Sánchez,Rodolfo Martínez Sánchez,2233,13,11,0,0,0,0,12,1,0,0,0,0,0,0
25,Cundinamarca,25486, Nemocón,Centro,Jorge Orlando Sánchez,Renzo Alexander Sánchez Sabio,13922,278,248,5,74,0,0,263,11,0,2,0,0,0,0
25,Cundinamarca,25488, Nilo,Centro,Jorge Orlando Sánchez,Juan Carlos Martin Caviedes,19328,357,317,4,58,1,0,334,16,12,1,0,0,0,2
25,Cundinamarca,25489, Nimaima,Centro,Jorge Orlando Sánchez,Danilo Andrés Rocha Enciso,6947,249,189,0,12,0,1,223,24,0,0,2,1,0,1
25,Cundinamarca,25491, Nocaima,Centro,Jorge Orlando Sánchez,William Guillermo Ospina Delgado,8111,265,243,0,5,0,0,264,2,1,1,0,0,0,8
25,Cundinamarca,25506, Venecia,Centro,Jorge Orlando Sánchez,Javier Orlando Villalba Torres,4087,659,544,17,60,0,6,601,44,0,3,0,2,0,7
25,Cundinamarca,25513, Pacho,Centro,Jorge Orlando Sánchez,Ronald David Rangel Bermúdez,27584,1492,1170,2,18,2,19,1369,127,0,1,0,5,0,3
25,Cundinamarca,25518, Paime,Centro,Jorge Orlando Sánchez,Liliana Sofía Rueda Acuña,4339,340,202,0,8,0,0,309,54,0,0,0,0,0,2
25,Cundinamarca,25524, Pandi,Centro,Jorge Orlando Sánchez,Sandra Lorena Pulido Gutiérrez,5697,317,289,1,17,1,0,299,17,2,0,0,0,0,2
25,Cundinamarca,25530, Paratebueno,Centro,Jorge Orlando Sánchez,Elkin Javier Parra Pedraza,7782,2324,1862,12,415,54,31,2056,271,1,5,16,0,0,11
25,Cundinamarca,25535, Pasca,Centro,Jorge Orlando Sánchez,Carlos Gilberto Muñoz Rodríguez,12378,270,224,1,1,0,0,250,20,3,0,0,0,0,3
25,Cundinamarca,25572, Puerto Salgar,Centro,Jorge Orlando Sánchez,Victoria Eugenia Ortegón Sánchez,19337,1910,1360,2,5,1,61,1689,251,1,3,1,0,0,1
25,Cundinamarca,25580, Pulí,Centro,Jorge Orlando Sánchez,Jhonatan Alexander Vera Mora,3024,489,285,1,6,1,3,467,48,1,0,0,0,0,6
25,Cundinamarca,25592, Quebradanegra,Centro,Jorge Orlando Sánchez,Julio Cesar Triana León,4759,622,456,1,4,0,2,591,38,0,0,0,0,0,0
25,Cundinamarca,25594, Quetame,Centro,Jorge Orlando Sánchez,Willder Enrique Moreno Hernández,7241,119,103,1,20,0,0,90,19,0,0,1,0,0,8
25,Cundinamarca,25596, Quipile,Centro,Jorge Orlando Sánchez,Pedro Luis Aponte Castro,8150,601,450,18,3,4,3,457,119,0,0,0,1,0,27
25,Cundinamarca,25599, Apulo,Centro,Jorge Orlando Sánchez,Gustavo García Bernal,7812,493,428,0,7,2,6,458,55,0,0,0,0,0,0
25,Cundinamarca,25612, Ricaurte,Centro,Jorge Orlando Sánchez,Carlos Andrés Prada Jiménez,9711,323,266,0,25,1,0,298,32,0,0,1,0,0,3
25,Cundinamarca,25645, San Antonio Del Teq,Centro,Jorge Orlando Sánchez,Luis María Gordillo Sánchez,13209,404,320,10,47,0,0,385,22,0,0,0,0,0,1
25,Cundinamarca,25649, San Bernardo,Centro,Jorge Orlando Sánchez,Libardo Morales Cabezas,10745,346,238,3,2,0,13,277,68,1,0,0,1,0,0
